zipcode,ZipState,PctUrban,TotPop10,MedianAge,pctBlackAlone,pctAsianAlone,pctHispanicAlone,MedianHHInc,college_plus,unempRate,HHSize,weight
80302,Colorado,80.9,26941,25,0.7,4.9,5.1,46024,72.7,5.6,2.19,0.973940679
80303,Colorado,95.3,22361,31.5,1,5.1,8.2,50399,69.2,2.8,2.08,1.126110674
80304,Colorado,95.7,25623,38.4,0.4,1.9,10.2,73107,72.5,3.4,2.31,1.060953467
80305,Colorado,98.2,16874,33.2,0.2,3.1,5.7,79423,77.9,5.9,2.36,0.921777771
80401,Colorado,90.4,39378,40.9,1.1,2.4,8.4,68112,50,4.2,2.22,1.032553712
80403,Colorado,72.9,18211,43.9,0.3,1.7,4.9,92341,50.1,4.6,2.47,0.896399988
80421,Colorado,0,8042,45.5,0,0.3,6.4,70870,27.6,7.2,2.56,0.70067701
80422,Colorado,0,4326,46.7,0.9,0.1,4.3,62262,29.6,4.6,2.12,0.739138624
80423,Colorado,0,169,54.5,0,0,0,85595,56.3,14.8,1.67,0.39863903
80424,Colorado,74.6,9627,35.3,0.3,0.5,11.8,63401,59.6,4.7,2.35,0.999985051
80428,Colorado,0,706,33.3,0,0,0,71591,34.4,0,2.89,0.910801346
80433,Colorado,0,8354,45.2,0,0.3,2.9,104152,47.5,2.2,2.56,0.73255063
80435,Colorado,82.3,7278,34.7,0.8,0.8,24.9,58241,32.5,4.5,2.65,1.23483161
80439,Colorado,42.3,23778,47.9,0.2,0.8,2.8,92138,61.1,4.6,2.38,0.776028478
80440,Colorado,0,2422,40.5,0.2,0.8,6.8,57179,45.1,5.5,2.1,0.717517485
80446,Colorado,0,3715,42.5,0,0.3,12.1,59567,18.9,4.9,2.68,0.847314584
80447,Colorado,0,1964,47.5,0,0.5,0,60086,39.6,3.7,2.6,0.802007517
80449,Colorado,0,909,57.5,0,13.4,2.8,39449,30.5,1.6,1.93,0.856860043
80452,Colorado,0,3097,48.8,0,0,5.6,48484,23.7,7.5,2.01,0.6988356
80455,Colorado,0,497,43.3,0,0,6,49016,75.2,0,2.02,0.878020357
80456,Colorado,0,620,59.2,0,0,0,46716,38.2,3.5,1.71,0.739907773
80459,Colorado,0,2450,35.1,0,1.6,15.5,60909,21.6,5.4,3.09,0.879680789
80461,Colorado,71.1,7090,34.2,1,0.8,34.5,44615,23.6,5.3,2.53,1.294122634
80463,Colorado,0,136,52.1,0,0,0,41607,21.3,2.7,2.33,0.90056906
80465,Colorado,68.2,15147,44.5,0.2,1.2,10.4,82925,42.9,4.4,2.45,0.947588539
80466,Colorado,0,3338,42.7,0.1,0.2,1,72404,60.2,5.2,2.23,0.666780414
80467,Colorado,0,2224,39.3,0,1.7,5.6,61587,34.9,3.4,2.1,0.759106429
80468,Colorado,0,391,44.2,0,4.1,0,54811,41,0,2.78,0.955852128
80470,Colorado,0,3287,44.3,0,0.2,2.7,90991,46,8,2.63,0.617399537
80480,Colorado,0,1300,45.8,0.3,0.5,9.7,43958,21.5,2,2.21,0.939045149
80481,Colorado,0,572,56.2,0,0,0,97168,57.8,2.5,2.39,0.705647719
80487,Colorado,75.1,16745,39.9,0.5,1.4,4.2,67085,54.6,5.2,2.31,0.928952556
80498,Colorado,81.9,7002,38.8,1,2,7.1,70417,52.2,5.6,2.34,0.950227364
80501,Colorado,99.8,39521,34.7,0.9,1.7,34.2,44284,27.9,6.2,2.51,1.375971414
80503,Colorado,84.1,31064,41.1,0.7,4.3,9.7,79493,58.3,3.8,2.45,1.01162312
80504,Colorado,91,46876,34.8,0.5,1.5,18.7,78465,39.3,5.9,2.86,1.098010288
80510,Colorado,0,420,41.7,0,12.8,0,67266,67.4,14.9,1.98,0.427095517
80512,Colorado,0,2185,55.4,6.3,0.8,2.8,65807,48.1,4,2.04,0.754198319
80513,Colorado,49.2,10296,44.6,0.3,0.9,10.8,80987,36.2,6.5,2.6,0.850711683
80514,Colorado,88.2,4106,35.6,0.5,2.5,34,45466,8.7,3.8,2.74,1.502597438
80515,Colorado,0,1010,55.3,1.7,0,1.7,43603,38.4,5.3,1.76,0.728984482
80516,Colorado,89.2,20254,36.5,0.3,5.4,7.6,106368,53.4,2.7,2.95,1.049685008
80517,Colorado,75.2,9313,55.4,0.3,0,4.4,57273,47.3,3,2.01,1.019898357
80521,Colorado,99,33409,22.4,2.1,2.2,9.9,34396,48,6.8,2.3,1.175495709
80524,Colorado,84.1,31668,35.9,0.4,0.8,19.6,57891,42.4,5.5,2.39,1.102975249
80525,Colorado,98.8,48419,35.9,0.8,2.9,7.1,63982,53.5,5.4,2.36,1.039677557
80526,Colorado,95.3,44183,31.8,0.6,2.5,9.9,56332,51.2,5.2,2.48,1.105907754
80528,Colorado,97.9,17946,34.8,1.3,3.5,10.5,80480,58.8,3.7,2.87,1.140628833
80530,Colorado,98.6,3790,35.6,0,3.2,19.9,63801,22.7,3.5,2.63,1.281576172
80534,Colorado,84.1,11301,34.3,0,0,13.2,72730,24.2,4.9,2.91,1.122988421
80535,Colorado,59.7,2636,53.6,0,0.9,1.4,50051,22.6,5.3,2.09,0.931046952
80536,Colorado,0,1759,55.5,0,0,1.4,69250,37.3,2.1,2.17,0.776297726
80537,Colorado,88,38821,40.4,0.3,1.1,11.9,54040,30.1,5.9,2.36,1.085060288
80538,Colorado,92.9,43930,40.2,0.4,1.4,10.8,60908,35.2,5.7,2.46,1.083298596
80540,Colorado,0,4461,47.6,0.1,1.7,4.2,74617,53.2,4,2.37,0.726628073
80542,Colorado,0,3631,42.2,0,0.3,9,88913,36.2,2.5,2.88,0.827282321
80543,Colorado,79,5887,31.8,0.2,0,26.5,66667,19.3,2.8,2.98,1.334773935
80545,Colorado,0,851,62.1,0,0,2,37206,32.2,2.9,1.89,0.85363146
80549,Colorado,72,8642,31.9,0.4,0.4,13.3,67442,32.1,4.7,2.79,1.078082887
80550,Colorado,83.6,20675,35.8,0.5,1.4,10.3,79237,40.7,3.3,2.74,1.101283912
80601,Colorado,97.1,33833,32.7,1.3,0.6,40.7,62822,16.6,5.5,3.02,1.444949544
80602,Colorado,95.1,27665,33.4,1.3,4.1,18.7,96933,40.4,4.3,3.14,1.157031806
80603,Colorado,63.4,11973,32.9,0.8,0.3,27.7,69559,21.2,6.2,2.82,1.0844791
80610,Colorado,0,2791,40.3,0,0.6,23.8,52384,22.9,6.3,2.56,0.867492632
80611,Colorado,0,659,44,0.4,0.5,7.9,63375,18.9,1.9,2.56,0.89818108
80612,Colorado,0,430,56.5,0,2.2,0,36726,21.8,2.3,1.89,0.866132054
80615,Colorado,62.4,7482,39.2,1.5,0,13.3,57482,27.9,3.8,2.63,1.123778071
80620,Colorado,99.5,17775,26.6,0.3,0.4,48.2,44476,13.1,4.7,3.05,1.705140697
80621,Colorado,73,12079,34.8,0.2,1.2,44.6,56856,10.4,3.9,2.85,1.436379064
80622,Colorado,0,268,26.6,0,0,0,38083,15,0,4.27,1.275101068
80624,Colorado,0,946,33.3,0,0,35,71591,29,5.5,3.31,0.959536109
80631,Colorado,94.2,48603,25.2,1.9,1,49.2,29425,15.9,6.5,2.7,1.687368642
80634,Colorado,99,52861,36,0.9,1.7,22.5,56973,31.8,5.5,2.64,1.253159176
80640,Colorado,98.9,11054,30.3,1.3,5.3,37.5,72921,19.6,5,3.15,1.393283917
80642,Colorado,0,4309,42.8,1.1,0.7,18.5,74961,21.2,1.6,2.59,0.928933529
80643,Colorado,0,3011,37,0,0.8,26.3,74479,12.2,3.2,2.98,0.961797725
80644,Colorado,0,2989,39.5,0,0,20.2,61324,20.4,4.3,2.67,0.896165331
80645,Colorado,50.6,3905,40.2,0,0.3,25.8,54720,18.7,4.3,2.83,1.177564188
80648,Colorado,0,1001,42.1,0,0,14.2,69167,16.9,6,2.98,0.826556118
80649,Colorado,0,299,37.8,0,0,4.6,50125,12.5,0,2.42,0.98446229
80650,Colorado,0,1432,37,0,0,28.4,54643,13.5,5.8,2.64,0.915366689
80651,Colorado,0,4176,43.7,0.4,0.2,31.2,55486,16.5,2.5,2.57,1.04419894
80652,Colorado,0,574,50.5,0,3.8,2.9,59583,31.6,0,2.4,0.909745113
80653,Colorado,0,791,52.8,0.6,0,10.1,42500,8.2,2.5,2.05,0.925390468
80654,Colorado,0,2359,36.5,0,0,30,52194,12.3,3.5,2.78,1.041655876
80701,Colorado,76.6,16042,33.3,3.9,0.2,40.1,44165,15.3,4.2,2.73,1.522472102
80705,Colorado,99.9,884,32.2,0,1.4,56.2,29375,4.7,11.6,2.64,1.469823758
80720,Colorado,0,2558,44.6,0.7,0.4,11.1,42984,17.8,1.3,2.15,0.973463824
80721,Colorado,0,154,40.6,0,0,28.4,70250,25.5,0,2.75,1.072475802
80722,Colorado,0,349,35.7,0,0,0,41394,10.3,0,3.1,1.114655711
80723,Colorado,81,7179,38.8,0.8,0,23.8,35473,16.1,6.3,2.45,1.293489204
80726,Colorado,0,381,43.9,0,0,3.6,42500,7.6,3.9,2.96,0.967912698
80727,Colorado,0,425,33.3,0,0,12.5,24706,1.9,14.6,2.64,0.749348482
80728,Colorado,0,878,42.7,0.6,0,0.7,46042,14.9,2.9,2.94,0.962268309
80729,Colorado,0,540,40.4,0,0,0.7,38813,25.9,2.5,2.26,0.90407449
80731,Colorado,0,1494,43.1,0,0.3,1,47500,26.8,2.3,2.57,0.910193819
80733,Colorado,0,529,48.2,1.1,0,19.1,52386,4,6.6,2.47,0.854622863
80734,Colorado,0,3045,35.8,0,0.5,35.2,44830,15.8,3.9,2.73,1.087049244
80735,Colorado,0,405,33,1.5,0,23.6,45000,19.1,0,2.57,1.15952874
80736,Colorado,0,648,35.9,0,0,9.7,44886,18.6,0.9,2.36,0.99139909
80737,Colorado,0,1537,49.5,0.3,0.7,16.1,36071,13.4,5.6,2.34,0.927408688
80740,Colorado,0,108,29.8,0,0,0,23333,22.2,0,2.21,1.11569554
80741,Colorado,0,935,40,1.1,0,6.6,45000,26.4,5,2.58,0.87033724
80742,Colorado,0,225,30.2,1.6,0,1.6,43750,26.4,4.4,2.65,0.875838341
80743,Colorado,0,1074,44.8,0,0,3,45875,18.2,3.3,2.31,0.867046622
80744,Colorado,0,488,46.6,0.2,0.2,18.8,48929,10.3,2.5,2.45,0.994083976
80745,Colorado,0,156,31,0,0,0,44375,3,8.1,4.02,0.896516177
80747,Colorado,0,462,44.4,0,0,2,57500,17.4,2.9,2.96,0.909548748
80749,Colorado,0,341,38.8,0,0.3,31.7,47917,25.2,3.9,2.51,1.006507738
80750,Colorado,0,412,47.7,0,0,0,49205,8.4,0,2.51,0.990611206
80751,Colorado,85.3,18857,36.9,1.6,0.8,18.4,39731,15.6,7.3,2.64,1.230700734
80754,Colorado,0,164,44.5,0.9,0,4.9,75179,39.2,0,2.84,0.931499623
80755,Colorado,0,163,29.1,0,0,4,81875,30.4,0,3.26,0.941818018
80757,Colorado,0,255,36.8,0,0,9.4,35469,21.6,4.2,2.62,0.969253918
80758,Colorado,0,3795,35.9,0.2,0.4,11.8,46326,15.1,2.2,2.69,1.002249282
80759,Colorado,75,4698,37.6,0,0,32.2,42266,19.6,1.2,2.33,1.485259458
80801,Colorado,0,154,38.1,0,0,20,49464,34.1,0,2.33,1.040470674
80802,Colorado,0,238,32.5,0,0,6.5,47188,20.3,3.8,2.71,0.90515128
80804,Colorado,0,327,53.1,0,1.4,8.6,41563,20.8,2.9,2.26,0.924784463
80805,Colorado,0,453,32,0,0,34.4,46786,9.8,3.9,3,1.114249603
80807,Colorado,80,5304,38.1,4.8,0.3,20.1,42326,14.2,1.9,2.4,1.461743223
80808,Colorado,0,6351,43.2,0.3,0.2,6.9,49583,17.5,6.6,2.57,0.801383389
80809,Colorado,78.3,1519,51.3,0,0,6.6,65417,37.4,5.8,2.32,0.964394777
80810,Colorado,0,1127,45.5,0.3,0.9,15.5,42917,16.6,1.8,2.2,0.985767891
80812,Colorado,0,275,53.6,0,0,7.9,32125,11.8,2.4,2.07,0.984590703
80813,Colorado,0,2055,40.6,0.7,0,9.4,36470,15.7,5.9,2.55,0.907172017
80814,Colorado,0,4023,49.4,2.8,0.8,9.3,66136,25.9,6.6,2.51,0.758398558
80815,Colorado,0,911,48.6,0,0,3.1,50179,18,3.8,2.29,0.830900465
80816,Colorado,0,5180,51.5,0,0.7,3.1,54989,25.9,5.1,2.46,0.788279302
80817,Colorado,94.6,27311,29.7,10.4,2.3,15.9,56387,23.8,4.4,2.9,1.405771098
80818,Colorado,0,343,45.9,0,0,0.3,37232,12.4,9.3,2.42,0.739199926
80820,Colorado,0,806,62.8,0,0,0,35781,53.7,3,1.82,0.819871112
80821,Colorado,0,1093,54.6,1.6,0,7.6,41250,17.6,3.6,1.91,0.859010427
80822,Colorado,0,260,38.8,0,0,3.5,55313,19.9,1.4,2.88,0.962786664
80823,Colorado,0,203,43.8,0,0.9,0,43958,21.4,4.1,2.32,0.832471338
80824,Colorado,0,207,43.3,0,0,3.1,59063,19.1,1.8,2.8,0.923844645
80825,Colorado,0,422,36.3,0.2,0,18.6,65917,20.6,0.5,2.88,1.033887203
80827,Colorado,0,549,59.2,0,0,0,49022,33.5,1.5,1.48,0.746717483
80828,Colorado,0,3341,36.7,12.9,0.1,14.1,45147,16.4,1.4,2.16,1.086977941
80829,Colorado,90.9,5476,47.2,0.5,0.6,4.6,53860,50,4.8,2.04,1.024876889
80830,Colorado,0,254,52.6,0,0,0,44205,26.1,2.2,2.11,0.863994099
80831,Colorado,54.8,21993,35.2,2.5,1.5,12.1,80176,34.6,6.2,3.06,0.95742664
80832,Colorado,0,666,55.1,3.5,0,2.4,46818,16.3,4.9,2.3,0.842681099
80833,Colorado,0,754,39.5,0,0,9.1,38281,9.1,1.9,2.25,0.987239475
80834,Colorado,0,318,43.7,0.4,0.7,0,26250,9.6,3.8,2.32,0.982884645
80835,Colorado,0,911,46.1,0,1.4,4.9,48750,25.1,5.1,2.6,0.836393361
80836,Colorado,0,1157,40.9,0,0.6,21,47731,16,4.8,2.62,0.941715284
80840,Colorado,82.5,6682,20.7,4.5,1.8,7.4,80875,33,1.1,3.51,1.316069544
80861,Colorado,0,255,37.5,0,0,4.2,43088,24.4,3,2.39,0.898609652
80863,Colorado,74.3,11754,45.8,0.5,1.3,4.1,62500,38,6,2.61,0.982526067
80864,Colorado,0,1325,33.3,0,0,21,47396,13.8,5.8,3.19,0.979206401
80902,Colorado,89.3,12289,21.3,8.8,2.1,16.5,39790,16.3,2.3,3.47,1.732472218
80903,Colorado,100,15057,32.2,5.8,1.9,15.3,31718,30.2,6.5,1.83,1.227064306
80904,Colorado,97.7,19867,44.5,2,0.5,7.5,45585,38.2,6.8,1.98,1.048660937
80905,Colorado,100,16254,34.5,10,1.8,24.7,36208,24.9,6.1,2.22,1.435976358
80906,Colorado,96.8,37719,37.9,5.3,2.1,12.9,63972,44.6,5.7,2.42,1.125802655
80907,Colorado,100,26758,41.6,2.4,1.4,13.2,42208,31.2,6.8,2.09,1.145731813
80908,Colorado,9.8,13827,45.5,0.6,1.8,4.9,103038,51.6,4.6,2.83,0.730567691
80909,Colorado,100,35739,38.4,6.1,1.9,19.9,39770,21.2,6.5,2.33,1.329204918
80910,Colorado,100,28794,30.2,12.4,3,39,33998,13.6,8.9,2.54,1.54258256
80911,Colorado,99.9,30596,35.1,7.5,3.6,20.5,57288,18.1,6.1,2.88,1.344882318
80913,Colorado,93.8,2988,22.3,13.9,2.5,12.8,46193,20.1,0,4.1,2.017901245
80915,Colorado,100,19519,34.2,8.3,2.1,12.9,50087,19,5.9,2.5,1.285020159
80916,Colorado,100,34640,27.9,15.7,2.6,34.6,40358,13.5,9.6,2.86,1.510123943
80917,Colorado,100,29273,36.7,4.8,1.6,12.3,50429,32.5,5.6,2.32,1.203694387
80918,Colorado,100,45467,35,3.9,2.7,12.4,59533,37.6,5.7,2.47,1.154800273
80919,Colorado,97.6,27398,42.7,2.3,3.4,7,88510,59.4,5.5,2.5,0.979146101
80920,Colorado,99.7,38569,35.9,3.8,3.8,7.7,91672,55,4.9,2.89,1.074684208
80921,Colorado,85.8,18999,39.4,1.6,5.1,6.5,103704,64,4.2,2.91,0.980442755
80922,Colorado,100,26549,32.2,4.1,4,13.2,74598,38.7,5,2.9,1.18730022
80923,Colorado,100,26105,31,4,3,11.5,75835,42.9,4.1,2.89,1.205126097
80924,Colorado,83.1,4534,31.7,1.2,6,11,104792,60.3,2.8,3.22,1.077982801
80925,Colorado,51.5,5906,30.9,10.3,5.2,17.6,67074,26.6,6.1,3.15,1.10879561
80926,Colorado,45.8,1403,47.2,0,0.2,6.8,61050,31.3,0.3,2.45,1.099585304
80927,Colorado,68.9,604,27.4,6.9,0,20,83304,35.8,6.5,2.64,1.007594573
80928,Colorado,0,1202,49.2,8.5,0.3,5.1,58886,9.8,4.6,2.61,0.897441303
80929,Colorado,3,231,60.3,0,10.5,15.1,53846,22.3,0,1.63,0.864333442
80930,Colorado,0,821,31.3,1.8,0,0,71125,20.4,4.7,2.94,0.79181726
80951,Colorado,99.8,4202,27.9,9.7,6,22.1,73828,34.2,5.6,2.98,1.293944841
81001,Colorado,96.6,30498,35.8,2.3,1.2,54.4,30721,17.1,8.3,2.35,1.556120088
81003,Colorado,99.6,14939,36.8,3.8,0.2,50.9,28891,14.8,7.2,2.3,1.653527867
81004,Colorado,94.3,25540,37.2,1.6,0.2,52.6,30611,15.6,8,2.39,1.555744155
81005,Colorado,95.7,29975,41.7,0.8,0.5,40.8,47233,23.2,5.4,2.46,1.434372643
81006,Colorado,73.7,11513,44.1,1.1,0.2,35.2,52069,21.8,6,2.71,1.277665492
81007,Colorado,74.1,29709,38.2,1.9,0.5,22.4,65052,27.3,4.7,2.76,1.179840884
81008,Colorado,92.3,9641,36.2,1,2.1,45.9,51548,27.9,5.3,2.6,1.442773907
81020,Colorado,0,954,55.1,0,1.3,35.2,39444,11.9,4.3,2.18,1.031406347
81022,Colorado,0,1560,45.8,0,0,19.6,39929,13.5,8.3,2.65,0.870772885
81023,Colorado,0,1236,46.7,0,0,5.1,59938,35.5,2.4,2.53,0.862415291
81024,Colorado,0,134,57.9,0,0,0,85500,42.2,10.9,2.11,0.51515564
81025,Colorado,0,1071,44,0,0,20.5,39615,24.8,5.8,2.39,0.91306837
81027,Colorado,0,125,36.6,0,0,14.1,40417,46.4,8,2.86,0.841917498
81029,Colorado,0,326,52.5,0,1.5,2.1,29167,15.3,1.8,2.14,1.004493853
81036,Colorado,0,962,41,0.2,1,4.5,41042,22.2,2.7,2.64,0.963929104
81039,Colorado,0,1856,42.6,0,0.8,13.5,34353,13.6,3.9,2.45,0.996234567
81040,Colorado,0,536,49.9,0,0,12.5,34886,23.3,0,1.92,1.035278496
81041,Colorado,0,760,33.9,0,0,68.4,29792,11,5.2,2.91,1.438511422
81044,Colorado,0,224,47.8,0,0,6.6,43068,6.1,1.3,1.92,0.914477448
81047,Colorado,0,1559,46.4,0,0.2,28.3,38409,16.5,3.2,2.35,1.064401905
81049,Colorado,0,289,45.6,0,0,7.9,42083,17.2,1.1,2.48,1.021465509
81050,Colorado,77.5,9894,39,0.6,0.3,36.5,36006,16.7,7,2.36,1.307896058
81052,Colorado,81.8,9534,35.6,0.3,0.5,34.9,33119,16.5,4.9,2.4,1.457340281
81054,Colorado,78.5,5134,40.5,9.1,1.4,34.3,35139,8.8,7.2,2.23,1.378322748
81055,Colorado,0,1339,58.6,0,0.3,10.6,46750,43.4,3.9,1.91,0.803874509
81057,Colorado,0,418,37.5,0,0,30.4,32308,13.2,0.8,2.55,1.270739
81058,Colorado,0,990,42.8,6.2,0.4,42.6,35729,10,4.2,2.62,1.258065091
81059,Colorado,0,651,32.8,12.2,0,30.9,53750,2.9,2.6,3.02,1.250488597
81062,Colorado,0,2439,35.8,11.6,1.7,34.7,46250,5.1,9.1,3.63,1.110862944
81063,Colorado,0,2726,40.3,5.5,0.3,26.3,33021,10.5,6.8,3.11,1.127068254
81064,Colorado,0,282,40.6,0,0,0.9,41406,11.5,0.4,2.43,1.005091496
81067,Colorado,73.4,5670,42.2,0.3,0.6,54.1,25755,13.6,8.4,2.35,1.47993303
81069,Colorado,0,1888,55.4,0.3,0,9.1,58032,26.5,5.3,2.06,0.748668239
81071,Colorado,0,334,37.4,0,0.3,4.4,41719,28.6,0,2.66,1.054765828
81073,Colorado,0,1932,49.7,0.9,0.2,6.9,37113,18.6,1.1,2.03,0.979381763
81076,Colorado,0,418,49.1,0,0.9,18,43250,22.1,7.9,2.71,0.857619476
81082,Colorado,73.6,12480,43.6,0.9,0.5,46.1,40245,17.4,5.3,2.41,1.428785856
81084,Colorado,0,137,50,0,0,2.4,39500,4.9,0,2.28,1.030802166
81089,Colorado,64,4602,45.6,3,1.1,48,27381,18.2,5.7,1.93,1.420716617
81090,Colorado,0,981,42.9,0,1.8,15.6,47917,20.4,2.5,2.39,0.952905906
81091,Colorado,0,812,51.6,0.8,0.5,19.4,58226,17.8,6,2.43,0.832687675
81092,Colorado,0,865,41.6,0,0,14.6,50435,20.3,5.5,2.42,0.842710056
81101,Colorado,66.4,14675,31.2,0.7,0.4,47,38108,22.7,6.1,2.5,1.370663174
81120,Colorado,0,2267,43.4,0,0.4,75.5,28462,21.6,5.9,2.3,1.341717293
81122,Colorado,31.3,8228,43.4,0.2,0.6,8.7,60733,29.1,4.6,2.42,0.893086852
81123,Colorado,0,805,45.6,0,2.6,47.4,25900,21.4,6,2.74,1.246947407
81125,Colorado,0,3447,35.1,0,0.1,65.8,31875,11,3.9,2.77,1.434459902
81130,Colorado,0,671,61.9,1.3,0.1,2.2,56731,39.4,0.6,1.77,0.813874887
81132,Colorado,0,3231,44.1,0.2,0,40,37068,19.4,5.2,2.59,1.105149208
81133,Colorado,0,840,49.2,0,0,58.6,37031,21.5,10.6,2.54,0.995688009
81136,Colorado,0,261,42.8,0,0,20.1,23125,24.1,6.1,2.3,1.025245094
81137,Colorado,0,5225,39.5,0.5,0.4,24,58500,19.7,4.9,2.6,0.900942283
81140,Colorado,0,2341,41.8,0,0.1,55.4,31906,23,5.9,2.49,1.195306652
81143,Colorado,0,672,55.9,0.8,0,8.8,35833,23,5.5,1.66,0.781566584
81144,Colorado,61.1,7344,39.2,0.5,0.3,47.5,38322,16,4.8,2.78,1.495002462
81146,Colorado,0,531,48.1,0,0,16.6,42981,34,0.4,2.37,1.060661478
81147,Colorado,42.9,11446,47.1,0.1,1,18.2,54926,36.5,6.6,2.65,0.966088822
81149,Colorado,0,838,51.8,1.5,0,33,30592,19.2,4.9,2.03,1.045301209
81151,Colorado,0,1470,38.6,1.1,0.1,25.2,38295,18.4,3.8,2.51,1.052268679
81152,Colorado,0,1434,46.3,0,0,82.9,25094,9.5,8.3,2.68,1.428209445
81154,Colorado,0,1148,46.9,1.9,1,14.5,38207,32.8,6.1,2.34,0.881699398
81155,Colorado,0,225,62.4,0,0.9,13.6,48542,31.2,4.1,1.89,0.810133288
81201,Colorado,71,8645,45.8,1.6,0.6,8.5,43963,33.4,4.5,2.15,1.089886929
81210,Colorado,0,275,62.5,0,0,0,34688,65.5,0,1.81,0.912651845
81211,Colorado,58.8,7623,47,4.9,0.1,11.5,46429,34.1,4.1,2.22,1.109609253
81212,Colorado,91.2,29742,42.5,6.2,1,12.5,41782,16.7,2.8,2.05,1.345494909
81220,Colorado,0,141,62.6,0,0,0,57917,50,0,1.73,0.792643457
81223,Colorado,0,1639,55.3,0,0,0.6,38802,26,1.8,1.86,0.86856085
81224,Colorado,0,3446,37.7,0,1.6,4.8,65000,61,5.3,2.4,0.711964666
81226,Colorado,80.5,9066,39.6,9.6,2.2,20,34948,8.3,3.3,2.14,1.462603621
81230,Colorado,62,9075,30.9,0.2,0.3,10.7,47468,44.5,4.5,2.21,1.018067382
81233,Colorado,0,823,58.9,0,0,4,48533,38.5,3.6,1.78,0.758088823
81235,Colorado,0,802,54.7,0,0,2.8,55000,42.7,2.5,2.09,0.803314122
81236,Colorado,0,1017,62.1,0,0,1.3,60568,33.3,2.9,1.75,0.722227028
81240,Colorado,0,4323,46.5,0,0,4.7,42895,16.9,2.4,2.28,0.919842386
81251,Colorado,0,220,39.8,0,0,0,62500,53.8,0,1.37,0.69281097
81252,Colorado,0,3830,52.7,0.9,0.4,4.1,33854,33,9,2.05,0.727867139
81253,Colorado,0,410,53.4,0,0,0,58365,30.6,0,2.17,0.877188451
81301,Colorado,62.1,28308,35.6,0.5,0.8,9.5,54591,50.3,4.3,2.25,0.989437844
81303,Colorado,5.3,7743,40.5,0,0.4,15.2,62630,39.5,4.1,2.46,0.844909123
81320,Colorado,0,388,62.4,0,0,0,29881,17.8,1.5,1.69,0.915537484
81321,Colorado,58,14459,40,0,0.9,15.2,41879,23.7,8.3,2.36,0.972872258
81323,Colorado,0,4409,44.3,0,0,4.7,49309,31.4,4.9,2.19,0.780937911
81324,Colorado,0,1387,44.9,0,0.3,3.9,43571,16,7.1,2.3,0.765730386
81325,Colorado,0,121,39.1,0,0,32.6,58393,11.5,5.4,2.82,0.96371394
81326,Colorado,0,2193,43.3,0,0.5,11.1,53385,32,3.5,2.42,0.867027135
81327,Colorado,0,639,51.3,0,0,0.9,51957,23.2,1.6,2.64,0.931717525
81328,Colorado,0,4069,51,0.1,0.2,9.5,50760,41.8,6.1,2.22,0.761904822
81331,Colorado,0,476,58.4,0,0,0,30664,24.3,0,1.4,0.884391387
81335,Colorado,0,131,60.8,0,0,0,53750,0,18.4,1.47,0.398059206
81401,Colorado,84.4,22437,41.7,0.4,0.4,22.7,47120,24.4,6.2,2.36,1.179976056
81403,Colorado,35.6,10534,45.6,0.3,0.2,11.7,54329,27.9,6.2,2.47,0.907620818
81410,Colorado,8.5,1655,56.9,0,0,9.7,40046,6.8,1.9,2.11,1.000138663
81413,Colorado,42.6,5243,51.7,0.4,0.4,8.2,37293,25.2,7.1,2.22,0.943250286
81415,Colorado,0,1612,43.6,0,1.7,1.3,39221,13.9,3.1,2.39,0.913009723
81416,Colorado,56.6,13874,40.6,2.1,0.7,21.9,42352,16,6.2,2.44,1.130927655
81418,Colorado,68.4,1714,51.3,0,1.3,10.4,45724,17.1,6.5,2.41,1.051705637
81419,Colorado,0,3883,47.1,0,0.1,9.3,43465,14.9,7.9,2.26,0.764093349
81422,Colorado,0,692,48.5,0,0,7.2,32045,8.7,6,1.96,0.837978576
81424,Colorado,0,1239,45.7,0,0,5.2,49559,14.8,12.7,2.41,0.616698413
81425,Colorado,0.4,5424,39,1.4,1.9,30.7,39484,12.1,5.9,2.68,1.026930286
81428,Colorado,0,3701,47.1,0,0.7,5.1,54045,27.5,5.4,2.31,0.768591667
81431,Colorado,0,460,44.5,0,0,1.5,40278,28,0,2.11,0.962647292
81432,Colorado,0,2682,49.7,0,0.3,1.6,69643,47.5,6.7,2.41,0.670445676
81434,Colorado,0,158,25.9,0,0,0,45809,45.5,0,2.24,0.909189403
81435,Colorado,0,4965,36.9,0,2.2,10.7,69773,60.2,5.6,2.17,0.684844778
81501,Colorado,100,23465,30.9,1.2,1,15.8,35080,22,6,2.18,1.265425353
81503,Colorado,94.6,15250,39,0.5,0.8,15.6,45774,18.2,5.1,2.47,1.26248354
81504,Colorado,100,28481,32.9,0.4,0.1,15,55475,17.2,6.6,2.58,1.166934531
81505,Colorado,74.4,9779,40.4,0.7,0.1,12,62340,35.7,4.1,2.4,1.071887822
81506,Colorado,98.3,10961,52.2,0.2,2.1,6,61255,40.8,2.4,2.12,1.145803241
81507,Colorado,94.5,15081,48.3,0.3,1.2,4.7,68518,42.1,2.7,2.4,1.130006141
81520,Colorado,99.2,13447,30.3,0.4,0.2,26.2,41328,13.5,7.3,2.83,1.357201556
81521,Colorado,83.8,15397,36.3,0.1,0.3,10.3,59688,24.6,3.5,2.59,1.17299552
